features,learning rate,reg,MAE
24.251151391291977,0.001638043152304595,0.021823854005600423,0.7221333261074406
29.091714253932142,0.0016346273633924939,0.027997933722311,0.7306106951074655
98.81137976808395,0.00475318484233948,0.04667847037885562,0.7288232928678229
32.23183805728489,0.003380694291735812,0.018214288644447896,0.7419923774331019
41.60071842219373,0.002226526932594864,0.030675413514080763,0.7042744247907984
31.753545614766203,0.0014111351528194494,0.016128081601243807,0.7288389106021508
48.78157389862561,0.0016728234253819982,0.03368955989201755,0.7275539568377785
53.134764639117336,0.003863736502014036,0.03010360393449906,0.7388614232837944
22.595356944796414,0.0030227280501643693,0.035785670258845326,0.7142640408353585
63.553363272414096,0.0032622007724706736,0.025642212315809154,0.7302408783802818
8.36064042855567,0.003821246844744236,0.02165951027581524,0.7314149140405846
95.04466869368315,0.0006469581017027412,0.042370558447956,0.7460290191910597
48.44811582975471,0.000793073711245544,0.038991369003977885,0.7353966837105733
62.697156738378865,0.0025655403837982265,0.04567882480565313,0.7149515361475289
37.000200386096715,0.0017353707950870266,0.021449369140221185,0.722417648006088
45.909576445323204,0.0007644418557094639,0.026102514424109324,0.7375384830218928
2.7563436209078507,0.0025635097263669816,0.04730911428459207,0.722072575705899
65.74917049425264,0.0035325402320890184,0.03895928268347686,0.7220154393566237
93.80429206773746,0.0012496677937702324,0.014489293591447103,0.7330949818703589
48.213435316719774,0.0028197263236243966,0.020687150178230085,0.7252834160662184
15.857663896868058,0.0022350482130208014,0.009147151063552648,0.7221722467148795
76.05874593963986,0.004642443267614635,0.03267801302350455,0.7456395669330333
18.38738501948384,0.002145312684827495,0.03594565512433503,0.7199181438678042
39.65390595720214,0.002989550434688634,0.040970931536058075,0.7141056595922778
39.04017761435373,0.004243419579914101,0.04229381661364319,0.724768146417039
72.2865293061256,0.0021644767926246784,0.03066489943170481,0.7119757411993501
83.19565780112801,0.002087667067501037,0.03113186366587516,0.7142818237632943
76.6484289294487,0.0012111101352933532,0.011192504375302465,0.7301101499440447
58.57396597411524,0.0023945284443296095,0.02424718337392245,0.7163593027746412
71.92008307033959,0.0019732078695444337,0.029011817748252403,0.713207253000827
88.9618656205277,0.000997278095405607,0.035194916901352624,0.7445515483631752
84.80772508630598,0.0017156455009467507,0.027724803492849046,0.71524966287949
71.53570798468155,0.0027294726565903556,0.00586995681441246,0.7478567235746233
55.23746008175617,0.0014243066265513834,0.018780672863438763,0.7268796605504744
29.433747030829117,0.00192056641498516,0.024433911447608543,0.717731335349558
68.74513608287451,0.0023737437432574757,0.03213931038631589,0.7036539756522445
42.85158536895476,0.003610233423465531,0.03829871233979301,0.7175441945519248
55.443131642660845,0.0033146073444928576,0.03334965191658212,0.7268720312114602
23.523078767230576,0.0031179297152258093,0.0159805705493605,0.7345001057689292
35.67574226169082,0.0044090264090346385,0.04545386264656751,0.7253505445433006
60.90227223969575,0.002419371303753034,0.02337560202751598,0.71070624163567
66.824857181811,0.003961793404522201,0.03630449966043504,0.7307610182199011
11.683892530332187,0.0014800715498507386,0.027048036581628944,0.7224321680297692
52.162249094870845,0.00497508644867874,0.048589645603715495,0.7308013434419183
33.725962847569214,0.0029524476541327774,0.04439014363666332,0.7196646397158953
44.475620562777266,0.0010364643002724924,0.04963699983275285,0.7379243028388408
80.68065691250855,0.0005275930110032775,0.01882953404057492,0.7508664862365731
26.920951239769472,0.002671660968387324,0.031416470895063095,0.7179260140740545
2.2216867212301636,0.002392314598594941,0.02898543089220366,0.7296817971904049
67.59004139256614,0.0018322930659724801,0.03750333519137189,0.7237143678067145
95.76315044974818,0.0015667202324711567,0.04050200143196962,0.7228099806574545
58.49722834052726,0.0037767490865451133,0.03493381296615185,0.7236375251219598
49.024546686055494,0.0035095885877051924,0.020430795080298644,0.7430239541976207
89.46151571482234,0.003154002324480848,0.012965844586874765,0.7516984749574958
41.48685923244575,0.002849804349023254,0.022628796341488278,0.7180720803141795
19.767611155065712,0.001265773989050467,0.02556912979754158,0.735951393672853
10.51010298814326,0.0041017026774611285,0.033147699772707304,0.7207796263244843
99.87124204998345,0.002563084573784401,0.01655942967700664,0.7238768562016182
75.03667036082423,0.0023173986080778463,0.042730219742631324,0.7164465714698667
79.52939654019318,0.0008106276740503775,0.040162674429551834,0.7438907894214292
31.511459467948733,0.0020034158881393183,0.006222621096483808,0.7211266716579008
46.12615050359588,0.0034423161536814616,0.03188175585810054,0.7281661132257424
68.73783123405298,0.0017550196667128386,0.029009230213096884,0.7193763515795344
63.0201208759928,0.0036822437499285,0.036904585233730136,0.7249847002682563
87.36693635967882,0.0031975029342733775,0.034732881398695015,0.7197939076700665
59.05496038734916,0.002610939542010746,0.0240697108746775,0.7183683094401246
62.24245677220938,0.002253811562752258,0.022171301539207225,0.7123530229219274
51.55082390139773,0.002452114845386472,0.030005491477868962,0.7113978055361582
60.3507001826729,0.0028652070916747032,0.023501142373171677,0.7266568305547695
55.10506201686649,0.002115215676985082,0.026792723528357678,0.7113568048739165
38.66566341570888,0.0015997103863998265,0.025852827574265578,0.7256052018803667
69.61092625043845,0.0024681586378683742,0.020551480313404896,0.7170620835598306
74.62570446564456,0.0018881416971842807,0.009761894673861819,0.7133263895138615
65.05892693177549,0.0030046872868217207,0.014366702701499909,0.7387642111507304
79.93257542208787,0.0027398931703068634,0.017256488712001885,0.7270984936041285
46.17914382336643,0.0013574906452502914,0.030096776114971264,0.7296182906809157
27.968078552534493,0.0020192120224779447,0.03227816620290648,0.7156632680054067
56.25670120157229,0.0010648718978729986,0.034128756549306104,0.7423494937108358
35.68394463475949,0.0018032287924230322,0.038340557761609495,0.7220241601559606
49.121306213004566,0.0032792423487289345,0.028605954773207008,0.7233712645346605
25.385730932725508,0.0022419472879964602,0.027525151066206753,0.7165881535092766
91.30280965013746,0.001658374929521163,0.019600434522223105,0.7197628411909357
41.84404067597651,0.0015188606926004765,0.02532540271440194,0.7269063009273283
52.87014452967743,0.0025126734105492235,0.04324272623829857,0.7107471297653358
20.191007390266847,0.0023461460803220397,0.021523780669975717,0.7089494333886633
5.19677245563647,0.0023248744462747543,0.012764861686565725,0.7270261018563479
21.167064083811763,0.0029165996062259364,0.01809891251971411,0.7281252581150586
17.282541526677836,0.0011291420542087717,0.04150942389568348,0.7345448418783909
14.186110785319975,0.0009229631869720686,0.00748738897927146,0.7327697712510433
5.162614780976952,0.0033832429800190918,0.039765572838939,0.7091528923216543
24.113327981953937,0.0030596276251375655,0.021411903104197792,0.7315128256955687
30.34872917174843,0.0021651950458024924,0.01515281306396957,0.7207933482703875
33.57133367569923,0.0027549501174506047,0.03058483218744806,0.720524980262532
11.680246005521788,0.003965823154029483,0.04696717785591778,0.7153713812808618
8.55723076474068,0.0005363332419030026,0.03737406821962181,0.7429142863703333
15.47985816362987,0.0045701715665949355,0.025125362930945513,0.7408516369024705
83.5192442106789,0.0013793686229406335,0.026617478007863925,0.7275929537344346
97.79587580175549,0.0012767411615183576,0.022868280468497232,0.7317100397592922
21.732844424658353,0.0026787482219540137,0.03397342322727543,0.7141386652176649
38.80986944805963,0.0019393486708987988,0.03588585275273476,0.7174369617661507
