features,reg,weight,nDCG
83.51131108871243,0.30410765848177995,99.32059783397384,0.3496816535337178
55.65491448366035,0.36365294615402655,9.208328375560558,0.39582833839738674
85.81239034069083,0.3950293136668806,45.66345863519593,0.36024202165120056
76.86360857632506,0.21400608472714602,12.47800208992249,0.38401406401447635
54.50472224013203,0.19330962001946767,82.74202342460372,0.3311805326135751
2.0117694709594804,0.10719396031749083,0.43361486352552214,0.3648326147303865
25.21567893200686,0.22749837272652118,38.50262264305838,0.3126260913492118
26.190657850684747,0.34546496458365195,34.199549523819826,0.3315789570009599
92.4136859893201,0.29152221156275243,8.956850335623102,0.37783127791136734
80.38985687266158,0.02983547208734609,21.15316361323365,0.3699438320481688
62.79037038023793,0.10874480123253988,43.19675615878696,0.3527881723911052
53.663923888764096,0.24597984471784748,23.45283813734962,0.3702535653774703
19.098916147959,0.2508929883893374,91.27696360027016,0.2586851458012597
25.996550431292064,0.040109408457988584,51.98033234979166,0.30439367189027877
38.36860475479316,0.07989798912110106,57.403264894771574,0.31453402872670644
38.60891380104581,0.19598064631621187,98.4420184135301,0.30103452078539544
73.21199143675435,0.1375085124704042,76.9733418824581,0.3493248663396703
10.041549774962531,0.020839987078493723,6.564306021063848,0.43061122380711075
28.062612795025096,0.026281042785843388,75.43772615063551,0.29008915195513274
59.47545586696102,0.05618470188508034,76.89688100566312,0.33794647140081296
1.255014514999603,0.3932900609408656,0.8555661200475093,0.2678647522424525
42.643503069809576,0.34698189612431274,26.974050637487647,0.3521024399301571
10.6621755239299,0.1539512786840979,7.746902732913061,0.42748044630887577
9.524108211078797,0.15920249590628735,16.0422933172026,0.38887701697898336
12.40109991813189,0.07546217929537191,1.2868351530069795,0.48657144428109045
11.46401999534848,0.011059347406780546,1.1777372803612165,0.4874697227338186
45.262929515179955,0.08315915547265113,65.23231632455493,0.32468800808517834
14.037769557222521,0.06822741376187505,32.795487206931156,0.3272836444014294
2.258989061875054,0.13378416408157615,1.7769624549495668,0.3631753850310244
34.21577201152344,0.013967651891757478,22.71302619515697,0.35404395621465895
16.482010277737963,0.050772746642328094,16.295365672063344,0.38055162347124233
5.47863877590675,0.11420974188552713,31.029777837939736,0.3482416328705288
20.126834461450855,0.08971071747401639,63.55408004420909,0.2837210262373096
32.41648823278822,0.2990334552154006,15.753870429304257,0.3671014791618078
68.9254425618856,0.011384566243108685,0.8697267523801773,0.435527155878237
99.27547767326398,0.16578437588866624,5.6764415504343715,0.38035748914421674
6.716048507242982,0.05542922422785513,41.29643135628393,0.3241423907136898
22.839347482725934,0.186052125901326,27.764542989603058,0.33341803329638786
45.17506809340227,0.2720103478288197,12.960676529303482,0.3822750973474734
31.452792195351293,0.21814932795517117,52.64216731951108,0.3073810241507276
49.38625464152835,0.12243773873282739,47.10890716649146,0.3421793001527279
86.16111579165795,0.09800960222829526,36.56073624630774,0.36645242657579247
14.805659768696088,0.07067606277769022,20.154465454895327,0.36306608959905595
64.68494551712648,0.1829090633136494,10.040468362219558,0.39334044385416117
1.2435620693005127,0.03529435270642732,3.8158310413928564,0.273670949207863
28.866567207997257,0.23603534503100065,88.44852722592059,0.2827815831635831
21.700006134760404,0.010502855904706176,26.64931598859162,0.3388943123515805
39.239407240274744,0.2746692813693621,11.711458711817198,0.38917151666690003
35.39045667661115,0.04229159254352654,61.306577067583326,0.3164248815531855
54.64536803520777,0.14213408154135165,99.08472585735251,0.3293682969261667
49.44222302336303,0.10045642668657491,39.09311468495645,0.34328251216722844
12.59325246143336,0.32093919683420724,19.97642427636877,0.3668075119804221
5.908519988998252,0.065381849361024,70.22969023623878,0.29985879903590573
17.493137822879476,0.38454050336443574,54.55524643846863,0.2870203400163954
23.542279235202948,0.20786186910151572,45.00720116398006,0.30971278630347615
27.452131490628958,0.12531289544619245,3.8844231213453413,0.45276821274888135
58.9951255567983,0.085359505116131,29.823992799253986,0.36418448661531677
96.51129244323917,0.16789817669586868,48.113514155734414,0.3479510988172887
73.70322708552325,0.027873512763902555,17.225151286945323,0.3813419925715524
3.9046110500282865,0.3221572971165946,92.19173324606392,0.28409211448927907
85.04264736269909,0.04698255145538462,25.60777334102133,0.35878276972393214
9.925023834343348,0.1441328976388475,34.51621032903681,0.33207578144954747
40.19262481310402,0.2550754579426535,8.584447912680039,0.40360757310219525
80.02937500053366,0.11492632417165896,13.44951885388462,0.3820902381097386
18.523328147195887,0.021604942549732283,80.73283692160837,0.2701699832044714
27.213585232418087,0.12635791758537107,4.115324134444583,0.451385821556436
29.534459511173747,0.06299136652673379,1.2694797053760043,0.48905023832240124
35.02927632194931,0.07389353319502259,7.139855186972497,0.4193621599373099
30.381959237838238,0.06091415386598392,1.4842344385065698,0.4807692294693866
12.547630568150737,0.09609889246260879,0.033138583169350255,0.49464426290329616
23.957660652968414,0.09338275955517153,18.505973703213574,0.3695437899845421
8.521935561519879,0.15186601322430793,24.256164913079708,0.36234628788261064
16.150241556353294,0.17777196117213084,0.15657413903272044,0.5002891539107306
15.950635356439332,0.19129148478145108,9.675843085444047,0.4149045125609341
46.20126128460758,0.1743127180794145,11.240059614182947,0.3983530777319152
20.71310526994024,0.20008878317181036,4.129481182868527,0.4587940634802946
42.316684814555394,0.21688629525746178,14.29640841988116,0.3763905863234173
25.534525535738894,0.23091435833500823,21.272395430006885,0.35409560914417404
33.66174936419101,0.11046995925568448,6.5499652622232345,0.4226909606234109
8.181224428457956,0.17973673772153137,0.3495816942391211,0.47468591837570895
52.21298150581134,0.15725650653602083,70.32192931410974,0.3303457557011501
3.505757718655058,0.13308094067218715,30.301998401220693,0.3260508132943947
36.083633089401516,0.10256535950275758,39.924011973781504,0.3302221007844759
57.99465421376274,0.24450180503980473,22.426924810393405,0.3728207744533937
13.72721647067975,0.14914075792750622,15.653159334267547,0.38275546521332815
30.162018192568684,0.03516498401907281,18.526764218213593,0.36815779273798216
19.715945716416904,0.16322368382098176,35.87214999442148,0.3209060738391894
36.921901784896065,0.2593522170656715,32.43023598347432,0.33959609155843307
47.14726835520739,0.07931318087541472,42.68238945811716,0.3416985494355125
64.50011190601974,0.2801151939641957,95.7821197236722,0.3365071569246249
41.47024990650668,0.13494075572895425,27.860946128570127,0.3509379060699232
15.869369441398423,0.2076472162167971,56.4641927009005,0.2863012578731803
1.0261091831567821,0.0531752271099876,11.275004260515088,0.26559872787393096
11.208323245980134,0.11887722942272065,50.090522109272285,0.2972979775292148
32.492423268638575,0.09254556301142103,0.12948498406662026,0.49813092114692603
21.921606051612052,0.19238007948606833,5.590022653205963,0.44247397554167456
33.09396467358179,0.17256594164845004,60.15141740383001,0.30565544620833357
37.96184594974409,0.22325176956757425,83.67244947436058,0.29951023389697784
17.994606756109818,0.09004384448217029,14.309837979722886,0.384213946217151
25.026994484447208,0.12760201537915944,8.741898284423781,0.41341609669077456
